city_x,city_y,iata_code_x,iata_code_y,lat_x,lat_y,lon_x,lon_y
Munich,Bologna,MUC,BLQ,48.353802,44.5354,11.7861,11.2887
Munich,Florence,MUC,FLR,48.353802,43.810001,11.7861,11.2051
Munich,Genoa,MUC,GOA,48.353802,44.4133,11.7861,8.8375
Munich,Milan,MUC,MXP,48.353802,45.6306,11.7861,8.72811
Munich,Naples,MUC,NAP,48.353802,40.886002,11.7861,14.2908
Munich,Pisa,MUC,PSA,48.353802,43.683899,11.7861,10.3927
Munich,Rome,MUC,FCO,48.353802,41.8002778,11.7861,12.2388889
Munich,Turin,MUC,TRN,48.353802,45.200802,11.7861,7.64963
Munich,Venice,MUC,VCE,48.353802,45.505299,11.7861,12.3519
Munich,Amsterdam,MUC,AMS,48.353802,52.308601,11.7861,4.76389
Munich,Eindhoven,MUC,EIN,48.353802,51.4500999451,11.7861,5.37452983856
Munich,Rotterdam,MUC,RTM,48.353802,51.956902,11.7861,4.43722
Munich,Bergen,MUC,BGO,48.353802,60.29339981,11.7861,5.218140125
Munich,Oslo,MUC,OSL,48.353802,60.193901062012,11.7861,11.100399971008
Munich,Stavanger,MUC,SVG,48.353802,58.876701354,11.7861,5.6377801895
Munich,Katowice,MUC,KTW,48.353802,50.4743,11.7861,19.08
Munich,Kraków,MUC,KRK,48.353802,50.077702,11.7861,19.7848
Munich,Warsaw,MUC,WAW,48.353802,52.1656990051,11.7861,20.9671001434
Munich,Lisbon,MUC,LIS,48.353802,38.7813,11.7861,-9.13592
Munich,Porto,MUC,OPO,48.353802,41.2481002808,11.7861,-8.68138980865
Munich,Belgrade,MUC,BEG,48.353802,44.8184013367,11.7861,20.3090991974
Munich,Barcelona,MUC,BCN,48.353802,41.2971,11.7861,2.07846
Munich,Girona,MUC,GRO,48.353802,41.901000977,11.7861,2.7605500221
Munich,Granada,MUC,GRX,48.353802,37.1887016296387,11.7861,-3.77735996246338
Munich,Madrid,MUC,MAD,48.353802,40.471926,11.7861,-3.56264
Munich,Malaga,MUC,AGP,48.353802,36.6749000549316,11.7861,-4.49911022186279
Munich,Seville,MUC,SVQ,48.353802,37.4179992675781,11.7861,-5.8931097984314
Munich,Valencia,MUC,VLC,48.353802,39.4893,11.7861,-0.481625
Munich,Malmö,MUC,MMX,48.353802,55.536305364,11.7861,13.3761978149
Munich,Stockholm,MUC,ARN,48.353802,59.651901245117,11.7861,17.918600082397
Munich,Belfast,MUC,BFS,48.353802,54.6575012207,11.7861,-6.21582984924
Munich,Birmingham,MUC,BHX,48.353802,52.4538993835,11.7861,-1.74802994728
Munich,Cardiff,MUC,CWL,48.353802,51.3967018127441,11.7861,-3.34332990646362
Munich,Edinburgh,MUC,EDI,48.353802,55.9500007629395,11.7861,-3.37249994277954
Munich,Glasgow,MUC,GLA,48.353802,55.871899,11.7861,-4.43306
Munich,Liverpool,MUC,LPL,48.353802,53.3335990905762,11.7861,-2.8497200012207
Munich,London,MUC,LHR,48.353802,51.4706,11.7861,-0.461941
Munich,Manchester,MUC,MAN,48.353802,53.3536987304688,11.7861,-2.27495002746582
Munich,Newcastle,MUC,NCL,48.353802,55.0374984741211,11.7861,-1.69166994094849
Munich,Southampton,MUC,SOU,48.353802,50.9502983093262,11.7861,-1.35679996013641
Nuremberg,Prague,NUE,PRG,49.498699,50.1008,11.078056,14.26
Nuremberg,Bordeaux,NUE,BOD,49.498699,44.8283004761,11.078056,-0.715556025505
Nuremberg,Lille,NUE,LIL,49.498699,50.563332,11.078056,3.086886
Nuremberg,Lyon,NUE,LYS,49.498699,45.725556,11.078056,5.081111
Nuremberg,Marseille,NUE,MRS,49.498699,43.439271922,11.078056,5.22142410278
Nuremberg,Nantes,NUE,NTE,49.498699,47.1531982422,11.078056,-1.61073005199
Nuremberg,Nice,NUE,NCE,49.498699,43.6584014893,11.078056,7.21586990356
Nuremberg,Paris,NUE,CDG,49.498699,49.012798,11.078056,2.55
Nuremberg,Toulouse,NUE,TLS,49.498699,43.629101,11.078056,1.36382
Nuremberg,Berlin,NUE,TXL,49.498699,52.5597,11.078056,13.2877
Nuremberg,Cologne,NUE,CGN,49.498699,50.8658981323,11.078056,7.1427397728
Nuremberg,Düsseldorf,NUE,DUS,49.498699,51.289501,11.078056,6.76678
Nuremberg,Frankfurt,NUE,FRA,49.498699,50.033333,11.078056,8.570556
Nuremberg,Friedrichshafen,NUE,FDH,49.498699,47.6712989807,11.078056,9.51148986816
Nuremberg,Hanover,NUE,HAJ,49.498699,52.461101532,11.078056,9.68507957458
Nuremberg,Munich,NUE,MUC,49.498699,48.353802,11.078056,11.7861
Nuremberg,Stuttgart,NUE,STR,49.498699,48.6898994446,11.078056,9.22196006775
Nuremberg,Hamburg,NUE,HAM,49.498699,53.630278,11.078056,9.991111
Nuremberg,Athens,NUE,ATH,49.498699,37.9364013672,11.078056,23.9444999695
Nuremberg,Thessaloniki,NUE,SKG,49.498699,40.5196990966797,11.078056,22.9708995819092
Nuremberg,Budapest,NUE,BUD,49.498699,47.42976,11.078056,19.261093
Nuremberg,Debrecen,NUE,DEB,49.498699,47.488899230957,11.078056,21.6152992248535
Nuremberg,Cork,NUE,ORK,49.498699,51.8413009643555,11.078056,-8.49110984802246
Nuremberg,Dublin,NUE,DUB,49.498699,53.421299,11.078056,-6.27007
Nuremberg,Shannon,NUE,SNN,49.498699,52.702,11.078056,-8.92482
Nuremberg,Bologna,NUE,BLQ,49.498699,44.5354,11.078056,11.2887
Nuremberg,Florence,NUE,FLR,49.498699,43.810001,11.078056,11.2051
Nuremberg,Genoa,NUE,GOA,49.498699,44.4133,11.078056,8.8375
Nuremberg,Milan,NUE,MXP,49.498699,45.6306,11.078056,8.72811
Nuremberg,Naples,NUE,NAP,49.498699,40.886002,11.078056,14.2908
Nuremberg,Pisa,NUE,PSA,49.498699,43.683899,11.078056,10.3927
Nuremberg,Rome,NUE,FCO,49.498699,41.8002778,11.078056,12.2388889
Nuremberg,Turin,NUE,TRN,49.498699,45.200802,11.078056,7.64963
Nuremberg,Venice,NUE,VCE,49.498699,45.505299,11.078056,12.3519
Nuremberg,Amsterdam,NUE,AMS,49.498699,52.308601,11.078056,4.76389
Nuremberg,Eindhoven,NUE,EIN,49.498699,51.4500999451,11.078056,5.37452983856
Nuremberg,Rotterdam,NUE,RTM,49.498699,51.956902,11.078056,4.43722
Nuremberg,Bergen,NUE,BGO,49.498699,60.29339981,11.078056,5.218140125
Nuremberg,Oslo,NUE,OSL,49.498699,60.193901062012,11.078056,11.100399971008
Nuremberg,Stavanger,NUE,SVG,49.498699,58.876701354,11.078056,5.6377801895
Nuremberg,Katowice,NUE,KTW,49.498699,50.4743,11.078056,19.08
Nuremberg,Kraków,NUE,KRK,49.498699,50.077702,11.078056,19.7848
Nuremberg,Warsaw,NUE,WAW,49.498699,52.1656990051,11.078056,20.9671001434
Nuremberg,Lisbon,NUE,LIS,49.498699,38.7813,11.078056,-9.13592
Nuremberg,Porto,NUE,OPO,49.498699,41.2481002808,11.078056,-8.68138980865
Nuremberg,Belgrade,NUE,BEG,49.498699,44.8184013367,11.078056,20.3090991974
Nuremberg,Barcelona,NUE,BCN,49.498699,41.2971,11.078056,2.07846
Nuremberg,Girona,NUE,GRO,49.498699,41.901000977,11.078056,2.7605500221
Nuremberg,Granada,NUE,GRX,49.498699,37.1887016296387,11.078056,-3.77735996246338
Nuremberg,Madrid,NUE,MAD,49.498699,40.471926,11.078056,-3.56264
Nuremberg,Malaga,NUE,AGP,49.498699,36.6749000549316,11.078056,-4.49911022186279
Nuremberg,Seville,NUE,SVQ,49.498699,37.4179992675781,11.078056,-5.8931097984314
Nuremberg,Valencia,NUE,VLC,49.498699,39.4893,11.078056,-0.481625
Nuremberg,Malmö,NUE,MMX,49.498699,55.536305364,11.078056,13.3761978149
Nuremberg,Stockholm,NUE,ARN,49.498699,59.651901245117,11.078056,17.918600082397
Nuremberg,Belfast,NUE,BFS,49.498699,54.6575012207,11.078056,-6.21582984924
Nuremberg,Birmingham,NUE,BHX,49.498699,52.4538993835,11.078056,-1.74802994728
Nuremberg,Cardiff,NUE,CWL,49.498699,51.3967018127441,11.078056,-3.34332990646362
Nuremberg,Edinburgh,NUE,EDI,49.498699,55.9500007629395,11.078056,-3.37249994277954
Nuremberg,Glasgow,NUE,GLA,49.498699,55.871899,11.078056,-4.43306
Nuremberg,Liverpool,NUE,LPL,49.498699,53.3335990905762,11.078056,-2.8497200012207
Nuremberg,London,NUE,LHR,49.498699,51.4706,11.078056,-0.461941
Nuremberg,Manchester,NUE,MAN,49.498699,53.3536987304688,11.078056,-2.27495002746582
Nuremberg,Newcastle,NUE,NCL,49.498699,55.0374984741211,11.078056,-1.69166994094849
Nuremberg,Southampton,NUE,SOU,49.498699,50.9502983093262,11.078056,-1.35679996013641
Stuttgart,Prague,STR,PRG,48.6898994446,50.1008,9.22196006775,14.26
Stuttgart,Bordeaux,STR,BOD,48.6898994446,44.8283004761,9.22196006775,-0.715556025505
Stuttgart,Lille,STR,LIL,48.6898994446,50.563332,9.22196006775,3.086886
Stuttgart,Lyon,STR,LYS,48.6898994446,45.725556,9.22196006775,5.081111
Stuttgart,Marseille,STR,MRS,48.6898994446,43.439271922,9.22196006775,5.22142410278
Stuttgart,Nantes,STR,NTE,48.6898994446,47.1531982422,9.22196006775,-1.61073005199
Stuttgart,Nice,STR,NCE,48.6898994446,43.6584014893,9.22196006775,7.21586990356
Stuttgart,Paris,STR,CDG,48.6898994446,49.012798,9.22196006775,2.55
Stuttgart,Toulouse,STR,TLS,48.6898994446,43.629101,9.22196006775,1.36382
Stuttgart,Berlin,STR,TXL,48.6898994446,52.5597,9.22196006775,13.2877
Stuttgart,Cologne,STR,CGN,48.6898994446,50.8658981323,9.22196006775,7.1427397728
Stuttgart,Düsseldorf,STR,DUS,48.6898994446,51.289501,9.22196006775,6.76678
Stuttgart,Frankfurt,STR,FRA,48.6898994446,50.033333,9.22196006775,8.570556
Stuttgart,Friedrichshafen,STR,FDH,48.6898994446,47.6712989807,9.22196006775,9.51148986816
Stuttgart,Hanover,STR,HAJ,48.6898994446,52.461101532,9.22196006775,9.68507957458
Stuttgart,Munich,STR,MUC,48.6898994446,48.353802,9.22196006775,11.7861
Stuttgart,Nuremberg,STR,NUE,48.6898994446,49.498699,9.22196006775,11.078056
Stuttgart,Hamburg,STR,HAM,48.6898994446,53.630278,9.22196006775,9.991111
Stuttgart,Athens,STR,ATH,48.6898994446,37.9364013672,9.22196006775,23.9444999695
Stuttgart,Thessaloniki,STR,SKG,48.6898994446,40.5196990966797,9.22196006775,22.9708995819092
Stuttgart,Budapest,STR,BUD,48.6898994446,47.42976,9.22196006775,19.261093
Stuttgart,Debrecen,STR,DEB,48.6898994446,47.488899230957,9.22196006775,21.6152992248535
Stuttgart,Cork,STR,ORK,48.6898994446,51.8413009643555,9.22196006775,-8.49110984802246
Stuttgart,Dublin,STR,DUB,48.6898994446,53.421299,9.22196006775,-6.27007
Stuttgart,Shannon,STR,SNN,48.6898994446,52.702,9.22196006775,-8.92482
Stuttgart,Bologna,STR,BLQ,48.6898994446,44.5354,9.22196006775,11.2887
Stuttgart,Florence,STR,FLR,48.6898994446,43.810001,9.22196006775,11.2051
Stuttgart,Genoa,STR,GOA,48.6898994446,44.4133,9.22196006775,8.8375
Stuttgart,Milan,STR,MXP,48.6898994446,45.6306,9.22196006775,8.72811
